jabatan,instansi,unit_kerja,formasi,khusus_atau_disabilitas,penghasilan_min,penghasilan_max,kebutuhan,verifikasi
ANALIS SUMBER DAYA MANUSIA APARATUR AHLI PERTAMA,Kementerian Pekerjaan Umum dan Perumahan Rakyat,KEMENTERIAN PEKERJAAN UMUM DAN PERUMAHAN RAKYAT | Direktorat Jenderal Pembiayaan Infrastruktur Pekerjaan Umum dan Perumahan | Sekretariat Direktorat Jenderal Pembiayaan Infrastruktur Pekerjaan Umum dan Perumahan | Bagian Kepegawaian dan Umum,CPNS Putra/putri Kalimantan,Ya,9.7,10.3,1,7
ANALIS SUMBER DAYA MANUSIA APARATUR AHLI PERTAMA,Kementerian Pekerjaan Umum dan Perumahan Rakyat,KEMENTERIAN PEKERJAAN UMUM DAN PERUMAHAN RAKYAT | Direktorat Jenderal Cipta Karya | Balai Prasarana Permukiman Wilayah Sumatera Utara | Subbagian Umum dan Tata Usaha,CPNS Umum,Ya,9.7,10.3,2,9
ANALIS SUMBER DAYA MANUSIA APARATUR AHLI PERTAMA,Kementerian Pekerjaan Umum dan Perumahan Rakyat,KEMENTERIAN PEKERJAAN UMUM DAN PERUMAHAN RAKYAT | Direktorat Jenderal Cipta Karya | Balai Prasarana Permukiman Wilayah Papua Barat | Subbagian Umum dan Tata Usaha,CPNS Umum,Ya,9.7,10.3,1,1
ANALIS SUMBER DAYA MANUSIA APARATUR AHLI PERTAMA,Kementerian Pekerjaan Umum dan Perumahan Rakyat,KEMENTERIAN PEKERJAAN UMUM DAN PERUMAHAN RAKYAT | Direktorat Jenderal Cipta Karya | Direktorat Bina Teknik Permukiman dan Perumahan | Subbagian Tata Usaha,CPNS Umum,Ya,9.7,10.3,1,1
ANALIS SUMBER DAYA MANUSIA APARATUR AHLI PERTAMA,Kementerian Pekerjaan Umum dan Perumahan Rakyat,KEMENTERIAN PEKERJAAN UMUM DAN PERUMAHAN RAKYAT | Direktorat Jenderal Perumahan | Balai Pelaksana Penyediaan Perumahan Jawa I | Subbagian Umum dan Tata Usaha,CPNS Umum,Ya,9.7,10.3,2,3
ANALIS SUMBER DAYA MANUSIA APARATUR AHLI PERTAMA,Kementerian Pekerjaan Umum dan Perumahan Rakyat,KEMENTERIAN PEKERJAAN UMUM DAN PERUMAHAN RAKYAT | Direktorat Jenderal Cipta Karya | Direktorat Bina Penataan Bangunan | Subbagian Tata Usaha,CPNS Umum,Ya,9.7,10.3,1,1
ANALIS SUMBER DAYA MANUSIA APARATUR AHLI PERTAMA,Kementerian Pekerjaan Umum dan Perumahan Rakyat,KEMENTERIAN PEKERJAAN UMUM DAN PERUMAHAN RAKYAT | Direktorat Jenderal Cipta Karya | Balai Prasarana Permukiman Wilayah Riau | Subbagian Umum dan Tata Usaha,CPNS Umum,Ya,9.7,10.3,1,3
ANALIS SUMBER DAYA MANUSIA APARATUR AHLI PERTAMA,Kementerian Pekerjaan Umum dan Perumahan Rakyat,KEMENTERIAN PEKERJAAN UMUM DAN PERUMAHAN RAKYAT | Direktorat Jenderal Cipta Karya | Balai Prasarana Permukiman Wilayah Sumatera Barat | Subbagian Umum dan Tata Usaha,CPNS Umum,Ya,9.7,10.3,1,2
ANALIS SUMBER DAYA MANUSIA APARATUR AHLI PERTAMA,Kementerian Pekerjaan Umum dan Perumahan Rakyat,KEMENTERIAN PEKERJAAN UMUM DAN PERUMAHAN RAKYAT | Direktorat Jenderal Perumahan | Direktorat Rumah Khusus | Subbagian Tata Usaha,CPNS Umum,Ya,9.7,10.3,2,1
ANALIS SUMBER DAYA MANUSIA APARATUR AHLI PERTAMA,Kementerian Pekerjaan Umum dan Perumahan Rakyat,KEMENTERIAN PEKERJAAN UMUM DAN PERUMAHAN RAKYAT | Direktorat Jenderal Cipta Karya | Balai Prasarana Permukiman Wilayah Bali | Subbagian Umum dan Tata Usaha,CPNS Umum,Ya,9.7,10.3,1,5
ANALIS SUMBER DAYA MANUSIA APARATUR AHLI PERTAMA,Kementerian Pekerjaan Umum dan Perumahan Rakyat,KEMENTERIAN PEKERJAAN UMUM DAN PERUMAHAN RAKYAT | Direktorat Jenderal Cipta Karya | Balai Prasarana Permukiman Wilayah Papua | Subbagian Umum dan Tata Usaha,CPNS Umum,Ya,9.7,10.3,1,1
ANALIS SUMBER DAYA MANUSIA APARATUR AHLI PERTAMA,Kementerian Pekerjaan Umum dan Perumahan Rakyat,KEMENTERIAN PEKERJAAN UMUM DAN PERUMAHAN RAKYAT | Direktorat Jenderal Cipta Karya | Balai Prasarana Permukiman Wilayah Nusa Tenggara Barat | Subbagian Umum dan Tata Usaha,CPNS Umum,Ya,9.7,10.3,1,0
ANALIS SUMBER DAYA MANUSIA APARATUR AHLI PERTAMA,Kementerian Pekerjaan Umum dan Perumahan Rakyat,KEMENTERIAN PEKERJAAN UMUM DAN PERUMAHAN RAKYAT | Direktorat Jenderal Perumahan | Balai Pelaksana Penyediaan Perumahan Sumatera III | Subbagian Umum dan Tata Usaha,CPNS Umum,Ya,9.7,10.3,2,3
ANALIS SUMBER DAYA MANUSIA APARATUR AHLI PERTAMA,Kementerian Pekerjaan Umum dan Perumahan Rakyat,KEMENTERIAN PEKERJAAN UMUM DAN PERUMAHAN RAKYAT | Direktorat Jenderal Perumahan | Balai Pelaksana Penyediaan Perumahan Kalimantan I | Subbagian Umum dan Tata Usaha,CPNS Umum,Ya,9.7,10.3,2,2
ANALIS SUMBER DAYA MANUSIA APARATUR AHLI PERTAMA,Kementerian Pekerjaan Umum dan Perumahan Rakyat,KEMENTERIAN PEKERJAAN UMUM DAN PERUMAHAN RAKYAT | Direktorat Jenderal Bina Marga | Balai Pelaksanaan Jalan Nasional Merauke | Subbagian Umum dan Tata Usaha,CPNS Umum,Ya,9.7,10.3,1,0
ANALIS SUMBER DAYA MANUSIA APARATUR AHLI PERTAMA,Kementerian Pekerjaan Umum dan Perumahan Rakyat,KEMENTERIAN PEKERJAAN UMUM DAN PERUMAHAN RAKYAT | Direktorat Jenderal Perumahan | Balai Pelaksana Penyediaan Perumahan Papua I | Subbagian Umum dan Tata Usaha,CPNS Umum,Ya,9.7,10.3,2,3
ANALIS SUMBER DAYA MANUSIA APARATUR AHLI PERTAMA,Kementerian Pekerjaan Umum dan Perumahan Rakyat,KEMENTERIAN PEKERJAAN UMUM DAN PERUMAHAN RAKYAT | Direktorat Jenderal Cipta Karya | Balai Prasarana Permukiman Wilayah D.I. Yogyakarta | Subbagian Umum dan Tata Usaha,CPNS Umum,Ya,9.7,10.3,1,18
ANALIS SUMBER DAYA MANUSIA APARATUR AHLI PERTAMA,Kementerian Pekerjaan Umum dan Perumahan Rakyat,"KEMENTERIAN PEKERJAAN UMUM DAN PERUMAHAN RAKYAT | Direktorat Jenderal Bina Marga | Balai Geoteknik, Terowongan dan Struktur | Subbagian Umum dan Tata Usaha",CPNS Umum,Ya,9.7,10.3,2,3
ANALIS SUMBER DAYA MANUSIA APARATUR AHLI PERTAMA,Kementerian Pekerjaan Umum dan Perumahan Rakyat,KEMENTERIAN PEKERJAAN UMUM DAN PERUMAHAN RAKYAT | Direktorat Jenderal Bina Marga | Direktorat Preservasi Jalan dan Jembatan Wilayah II | Subbagian Tata Usaha,CPNS Umum,Ya,9.7,10.3,1,1
ANALIS SUMBER DAYA MANUSIA APARATUR AHLI PERTAMA,Kementerian Pekerjaan Umum dan Perumahan Rakyat,KEMENTERIAN PEKERJAAN UMUM DAN PERUMAHAN RAKYAT | Direktorat Jenderal Cipta Karya | Balai Prasarana Permukiman Wilayah Kalimantan Utara | Subbagian Umum dan Tata Usaha,CPNS Umum,Ya,9.7,10.3,1,2
ANALIS SUMBER DAYA MANUSIA APARATUR AHLI PERTAMA,Kementerian Pekerjaan Umum dan Perumahan Rakyat,KEMENTERIAN PEKERJAAN UMUM DAN PERUMAHAN RAKYAT | Direktorat Jenderal Cipta Karya | Balai Prasarana Permukiman Wilayah Jawa Timur | Subbagian Umum dan Tata Usaha,CPNS Umum,Ya,9.7,10.3,1,5
ANALIS SUMBER DAYA MANUSIA APARATUR AHLI PERTAMA,Kementerian Pekerjaan Umum dan Perumahan Rakyat,KEMENTERIAN PEKERJAAN UMUM DAN PERUMAHAN RAKYAT | Direktorat Jenderal Cipta Karya | Direktorat Sanitasi | Subbagian Tata Usaha,CPNS Umum,Ya,9.7,10.3,2,2
ANALIS SUMBER DAYA MANUSIA APARATUR AHLI PERTAMA,Kementerian Pekerjaan Umum dan Perumahan Rakyat,KEMENTERIAN PEKERJAAN UMUM DAN PERUMAHAN RAKYAT | Direktorat Jenderal Cipta Karya | Balai Prasarana Permukiman Wilayah Sulawesi Barat | Subbagian Umum dan Tata Usaha,CPNS Umum,Ya,9.7,10.3,1,6
ANALIS SUMBER DAYA MANUSIA APARATUR AHLI PERTAMA,Kementerian Pekerjaan Umum dan Perumahan Rakyat,KEMENTERIAN PEKERJAAN UMUM DAN PERUMAHAN RAKYAT | Direktorat Jenderal Cipta Karya | Balai Teknologi Air Minum | Subbagian Umum dan Tata Usaha,CPNS Umum,Ya,9.7,10.3,1,2
ANALIS SUMBER DAYA MANUSIA APARATUR AHLI PERTAMA,Kementerian Pekerjaan Umum dan Perumahan Rakyat,KEMENTERIAN PEKERJAAN UMUM DAN PERUMAHAN RAKYAT | Direktorat Jenderal Cipta Karya | Direktorat Prasarana Strategis | Subbagian Tata Usaha,CPNS Umum,Ya,9.7,10.3,1,1
ANALIS SUMBER DAYA MANUSIA APARATUR AHLI PERTAMA,Kementerian Pekerjaan Umum dan Perumahan Rakyat,KEMENTERIAN PEKERJAAN UMUM DAN PERUMAHAN RAKYAT | Direktorat Jenderal Cipta Karya | Sekretariat Direktorat Jenderal Cipta Karya | Bagian Kepegawaian dan Umum,CPNS Umum,Ya,9.7,10.3,6,24
ANALIS SUMBER DAYA MANUSIA APARATUR AHLI PERTAMA,Kementerian Pekerjaan Umum dan Perumahan Rakyat,KEMENTERIAN PEKERJAAN UMUM DAN PERUMAHAN RAKYAT | Direktorat Jenderal Perumahan | Balai Pelaksana Penyediaan Perumahan Sumatera I | Subbagian Umum dan Tata Usaha,CPNS Umum,Ya,9.7,10.3,2,2
ANALIS SUMBER DAYA MANUSIA APARATUR AHLI PERTAMA,Kementerian Pekerjaan Umum dan Perumahan Rakyat,KEMENTERIAN PEKERJAAN UMUM DAN PERUMAHAN RAKYAT | Direktorat Jenderal Cipta Karya | Balai Prasarana Permukiman Wilayah Kalimantan Tengah | Subbagian Umum dan Tata Usaha,CPNS Umum,Ya,9.7,10.3,1,2
ANALIS SUMBER DAYA MANUSIA APARATUR AHLI PERTAMA,Kementerian Pekerjaan Umum dan Perumahan Rakyat,KEMENTERIAN PEKERJAAN UMUM DAN PERUMAHAN RAKYAT | Direktorat Jenderal Cipta Karya | Balai Prasarana Permukiman Wilayah Nusa Tenggara Timur | Subbagian Umum dan Tata Usaha,CPNS Umum,Ya,9.7,10.3,1,1
ANALIS SUMBER DAYA MANUSIA APARATUR AHLI PERTAMA,Kementerian Pekerjaan Umum dan Perumahan Rakyat,KEMENTERIAN PEKERJAAN UMUM DAN PERUMAHAN RAKYAT | Direktorat Jenderal Cipta Karya | Direktorat Sistem dan Strategi Penyelenggaraan Infrastruktur Permukiman | Subbagian Tata Usaha,CPNS Umum,Ya,9.7,10.3,1,0
ANALIS SUMBER DAYA MANUSIA APARATUR AHLI PERTAMA,Kementerian Pekerjaan Umum dan Perumahan Rakyat,KEMENTERIAN PEKERJAAN UMUM DAN PERUMAHAN RAKYAT | Direktorat Jenderal Cipta Karya | Balai Prasarana Permukiman Wilayah Jakarta Metropolitan | Subbagian Umum dan Tata Usaha,CPNS Umum,Ya,9.7,10.3,1,3
ANALIS SUMBER DAYA MANUSIA APARATUR AHLI PERTAMA,Kementerian Pekerjaan Umum dan Perumahan Rakyat,KEMENTERIAN PEKERJAAN UMUM DAN PERUMAHAN RAKYAT | Direktorat Jenderal Perumahan | Balai Pelaksana Penyediaan Perumahan Papua II | Subbagian Umum dan Tata Usaha,CPNS Umum,Ya,9.7,10.3,2,2
ANALIS SUMBER DAYA MANUSIA APARATUR AHLI PERTAMA,Kementerian Pekerjaan Umum dan Perumahan Rakyat,KEMENTERIAN PEKERJAAN UMUM DAN PERUMAHAN RAKYAT | Direktorat Jenderal Cipta Karya | Balai Prasarana Permukiman Wilayah Bangka Belitung | Subbagian Umum dan Tata Usaha,CPNS Umum,Ya,9.7,10.3,1,2
ANALIS SUMBER DAYA MANUSIA APARATUR AHLI PERTAMA,Kementerian Pekerjaan Umum dan Perumahan Rakyat,KEMENTERIAN PEKERJAAN UMUM DAN PERUMAHAN RAKYAT | Direktorat Jenderal Cipta Karya | Balai Teknologi Sanitasi | Subbagian Umum dan Tata Usaha,CPNS Umum,Ya,9.7,10.3,1,2
ANALIS SUMBER DAYA MANUSIA APARATUR AHLI PERTAMA,Kementerian Pekerjaan Umum dan Perumahan Rakyat,KEMENTERIAN PEKERJAAN UMUM DAN PERUMAHAN RAKYAT | Direktorat Jenderal Perumahan | Sekretariat Direktorat Jenderal Perumahan | Bagian Kepegawaian dan Umum,CPNS Umum,Ya,9.7,10.3,9,76
ANALIS SUMBER DAYA MANUSIA APARATUR AHLI PERTAMA,Kementerian Pekerjaan Umum dan Perumahan Rakyat,KEMENTERIAN PEKERJAAN UMUM DAN PERUMAHAN RAKYAT | Direktorat Jenderal Bina Marga | Balai Besar Pelaksanaan Jalan Nasional Kalimantan Timur | Bagian Umum dan Tata Usaha,CPNS Umum,Ya,9.7,10.3,1,1
ANALIS SUMBER DAYA MANUSIA APARATUR AHLI PERTAMA,Kementerian Pekerjaan Umum dan Perumahan Rakyat,KEMENTERIAN PEKERJAAN UMUM DAN PERUMAHAN RAKYAT | Direktorat Jenderal Cipta Karya | Balai Prasarana Permukiman Wilayah Jawa Barat | Subbagian Umum dan Tata Usaha,CPNS Umum,Ya,9.7,10.3,1,5
ANALIS SUMBER DAYA MANUSIA APARATUR AHLI PERTAMA,Kementerian Pekerjaan Umum dan Perumahan Rakyat,KEMENTERIAN PEKERJAAN UMUM DAN PERUMAHAN RAKYAT | Direktorat Jenderal Bina Marga | Balai Pelaksanaan Jalan Nasional Nusa Tenggara Barat | Subbagian Umum dan Tata Usaha,CPNS Umum,Ya,9.7,10.3,3,6
ANALIS SUMBER DAYA MANUSIA APARATUR AHLI PERTAMA,Kementerian Pekerjaan Umum dan Perumahan Rakyat,KEMENTERIAN PEKERJAAN UMUM DAN PERUMAHAN RAKYAT | Direktorat Jenderal Cipta Karya | Balai Kawasan Permukiman dan Perumahan | Subbagian Umum dan Tata Usaha,CPNS Umum,Ya,9.7,10.3,1,0
ANALIS SUMBER DAYA MANUSIA APARATUR AHLI PERTAMA,Kementerian Pekerjaan Umum dan Perumahan Rakyat,KEMENTERIAN PEKERJAAN UMUM DAN PERUMAHAN RAKYAT | Direktorat Jenderal Perumahan | Direktorat Rumah Susun | Subbagian Tata Usaha,CPNS Umum,Ya,9.7,10.3,2,2
ANALIS SUMBER DAYA MANUSIA APARATUR AHLI PERTAMA,Kementerian Pekerjaan Umum dan Perumahan Rakyat,KEMENTERIAN PEKERJAAN UMUM DAN PERUMAHAN RAKYAT | Direktorat Jenderal Cipta Karya | Balai Prasarana Permukiman Wilayah Sulawesi Utara | Subbagian Umum dan Tata Usaha,CPNS Umum,Ya,9.7,10.3,1,2
ANALIS SUMBER DAYA MANUSIA APARATUR AHLI PERTAMA,Kementerian Pekerjaan Umum dan Perumahan Rakyat,KEMENTERIAN PEKERJAAN UMUM DAN PERUMAHAN RAKYAT | Direktorat Jenderal Cipta Karya | Balai Prasarana Permukiman Wilayah Jawa Tengah | Subbagian Umum dan Tata Usaha,CPNS Umum,Ya,9.7,10.3,1,7
ANALIS SUMBER DAYA MANUSIA APARATUR AHLI PERTAMA,Kementerian Pekerjaan Umum dan Perumahan Rakyat,KEMENTERIAN PEKERJAAN UMUM DAN PERUMAHAN RAKYAT | Direktorat Jenderal Perumahan | Balai Pelaksana Penyediaan Perumahan Kalimantan II | Subbagian Umum dan Tata Usaha,CPNS Umum,Ya,9.7,10.3,2,1
ANALIS SUMBER DAYA MANUSIA APARATUR AHLI PERTAMA,Kementerian Pekerjaan Umum dan Perumahan Rakyat,KEMENTERIAN PEKERJAAN UMUM DAN PERUMAHAN RAKYAT | Direktorat Jenderal Cipta Karya | Balai Prasarana Permukiman Wilayah Kepulauan Riau | Subbagian Umum dan Tata Usaha,CPNS Umum,Ya,9.7,10.3,1,4
ANALIS SUMBER DAYA MANUSIA APARATUR AHLI PERTAMA,Kementerian Pekerjaan Umum dan Perumahan Rakyat,KEMENTERIAN PEKERJAAN UMUM DAN PERUMAHAN RAKYAT | Direktorat Jenderal Cipta Karya | Balai Prasarana Permukiman Wilayah Kalimantan Barat | Subbagian Umum dan Tata Usaha,CPNS Umum,Ya,9.7,10.3,1,3
ANALIS SUMBER DAYA MANUSIA APARATUR AHLI PERTAMA,Kementerian Pekerjaan Umum dan Perumahan Rakyat,KEMENTERIAN PEKERJAAN UMUM DAN PERUMAHAN RAKYAT | Direktorat Jenderal Perumahan | Balai Pelaksana Penyediaan Perumahan Maluku | Subbagian Umum dan Tata Usaha,CPNS Umum,Ya,9.7,10.3,2,3
ANALIS SUMBER DAYA MANUSIA APARATUR AHLI PERTAMA,Kementerian Pekerjaan Umum dan Perumahan Rakyat,KEMENTERIAN PEKERJAAN UMUM DAN PERUMAHAN RAKYAT | Direktorat Jenderal Cipta Karya | Balai Prasarana Permukiman Wilayah Aceh | Subbagian Umum dan Tata Usaha,CPNS Umum,Ya,9.7,10.3,1,2
ANALIS SUMBER DAYA MANUSIA APARATUR AHLI PERTAMA,Kementerian Pekerjaan Umum dan Perumahan Rakyat,KEMENTERIAN PEKERJAAN UMUM DAN PERUMAHAN RAKYAT | Direktorat Jenderal Cipta Karya | Balai Prasarana Permukiman Wilayah Kalimantan Selatan | Subbagian Umum dan Tata Usaha,CPNS Umum,Ya,9.7,10.3,2,5
ANALIS SUMBER DAYA MANUSIA APARATUR AHLI PERTAMA,Kementerian Pekerjaan Umum dan Perumahan Rakyat,KEMENTERIAN PEKERJAAN UMUM DAN PERUMAHAN RAKYAT | Direktorat Jenderal Cipta Karya | Balai Sains Bangunan | Subbagian Umum dan Tata Usaha,CPNS Umum,Ya,9.7,10.3,1,1
ANALIS SUMBER DAYA MANUSIA APARATUR AHLI PERTAMA,Kementerian Pekerjaan Umum dan Perumahan Rakyat,KEMENTERIAN PEKERJAAN UMUM DAN PERUMAHAN RAKYAT | Direktorat Jenderal Cipta Karya | Direktorat Bina Teknik Permukiman dan Perumahan | Subdirektorat Pengelolaan Jabatan Fungsional Bidang Permukiman dan Pengembangan Profesi,CPNS Umum,Ya,9.7,10.3,2,1
ANALIS SUMBER DAYA MANUSIA APARATUR AHLI PERTAMA,Kementerian Pekerjaan Umum dan Perumahan Rakyat,KEMENTERIAN PEKERJAAN UMUM DAN PERUMAHAN RAKYAT | Direktorat Jenderal Perumahan | Balai Pelaksana Penyediaan Perumahan Jawa IV | Subbagian Umum dan Tata Usaha,CPNS Umum,Ya,9.7,10.3,2,8
ANALIS SUMBER DAYA MANUSIA APARATUR AHLI PERTAMA,Kementerian Pekerjaan Umum dan Perumahan Rakyat,KEMENTERIAN PEKERJAAN UMUM DAN PERUMAHAN RAKYAT | Direktorat Jenderal Cipta Karya | Direktorat Kepatuhan Intern | Subbagian Tata Usaha,CPNS Umum,Ya,9.7,10.3,3,3
ANALIS SUMBER DAYA MANUSIA APARATUR AHLI PERTAMA,Kementerian Pekerjaan Umum dan Perumahan Rakyat,KEMENTERIAN PEKERJAAN UMUM DAN PERUMAHAN RAKYAT | Direktorat Jenderal Bina Marga | Balai Pelaksanaan Jalan Nasional Bengkulu | Subbagian Umum dan Tata Usaha,CPNS Umum,Ya,9.7,10.3,2,6
ANALIS SUMBER DAYA MANUSIA APARATUR AHLI PERTAMA,Kementerian Pekerjaan Umum dan Perumahan Rakyat,KEMENTERIAN PEKERJAAN UMUM DAN PERUMAHAN RAKYAT | Direktorat Jenderal Perumahan | Balai Pelaksana Penyediaan Perumahan Sulawesi III | Subbagian Umum dan Tata Usaha,CPNS Umum,Ya,9.7,10.3,2,5
ANALIS SUMBER DAYA MANUSIA APARATUR AHLI PERTAMA,Kementerian Pekerjaan Umum dan Perumahan Rakyat,KEMENTERIAN PEKERJAAN UMUM DAN PERUMAHAN RAKYAT | Direktorat Jenderal Bina Marga | Balai Bahan Jalan | Subbagian Umum dan Tata Usaha,CPNS Umum,Ya,9.7,10.3,1,6
ANALIS SUMBER DAYA MANUSIA APARATUR AHLI PERTAMA,Kementerian Pekerjaan Umum dan Perumahan Rakyat,KEMENTERIAN PEKERJAAN UMUM DAN PERUMAHAN RAKYAT | Direktorat Jenderal Perumahan | Direktorat Rumah Swadaya | Subbagian Tata Usaha,CPNS Umum,Ya,9.7,10.3,2,1
ANALIS SUMBER DAYA MANUSIA APARATUR AHLI PERTAMA,Kementerian Pekerjaan Umum dan Perumahan Rakyat,KEMENTERIAN PEKERJAAN UMUM DAN PERUMAHAN RAKYAT | Direktorat Jenderal Perumahan | Balai Pelaksana Penyediaan Perumahan Sulawesi I | Subbagian Umum dan Tata Usaha,CPNS Umum,Ya,9.7,10.3,2,2
ANALIS SUMBER DAYA MANUSIA APARATUR AHLI PERTAMA,Kementerian Pekerjaan Umum dan Perumahan Rakyat,KEMENTERIAN PEKERJAAN UMUM DAN PERUMAHAN RAKYAT | Direktorat Jenderal Perumahan | Balai Pelaksana Penyediaan Perumahan Nusa Tenggara I | Subbagian Umum dan Tata Usaha,CPNS Umum,Ya,9.7,10.3,2,6
ANALIS SUMBER DAYA MANUSIA APARATUR AHLI PERTAMA,Kementerian Pekerjaan Umum dan Perumahan Rakyat,KEMENTERIAN PEKERJAAN UMUM DAN PERUMAHAN RAKYAT | Direktorat Jenderal Cipta Karya | Balai Prasarana Permukiman Wilayah Lampung | Subbagian Umum dan Tata Usaha,CPNS Umum,Ya,9.7,10.3,1,2
ANALIS SUMBER DAYA MANUSIA APARATUR AHLI PERTAMA,Kementerian Pekerjaan Umum dan Perumahan Rakyat,KEMENTERIAN PEKERJAAN UMUM DAN PERUMAHAN RAKYAT | Direktorat Jenderal Perumahan | Balai Pelaksana Penyediaan Perumahan Jawa III | Subbagian Umum dan Tata Usaha,CPNS Umum,Ya,9.7,10.3,2,12
ANALIS SUMBER DAYA MANUSIA APARATUR AHLI PERTAMA,Kementerian Pekerjaan Umum dan Perumahan Rakyat,KEMENTERIAN PEKERJAAN UMUM DAN PERUMAHAN RAKYAT | Direktorat Jenderal Perumahan | Balai Pelaksana Penyediaan Perumahan Jawa II | Subbagian Umum dan Tata Usaha,CPNS Umum,Ya,9.7,10.3,2,6
ANALIS SUMBER DAYA MANUSIA APARATUR AHLI PERTAMA,Kementerian Pekerjaan Umum dan Perumahan Rakyat,KEMENTERIAN PEKERJAAN UMUM DAN PERUMAHAN RAKYAT | Direktorat Jenderal Cipta Karya | Balai Prasarana Permukiman Wilayah Bengkulu | Subbagian Umum dan Tata Usaha,CPNS Umum,Ya,9.7,10.3,1,3
ANALIS SUMBER DAYA MANUSIA APARATUR AHLI PERTAMA,Kementerian Pekerjaan Umum dan Perumahan Rakyat,KEMENTERIAN PEKERJAAN UMUM DAN PERUMAHAN RAKYAT | Direktorat Jenderal Cipta Karya | Balai Prasarana Permukiman Wilayah Maluku Utara | Subbagian Umum dan Tata Usaha,CPNS Umum,Ya,9.7,10.3,1,0
ANALIS SUMBER DAYA MANUSIA APARATUR AHLI PERTAMA,Kementerian Pekerjaan Umum dan Perumahan Rakyat,KEMENTERIAN PEKERJAAN UMUM DAN PERUMAHAN RAKYAT | Direktorat Jenderal Cipta Karya | Balai Prasarana Permukiman Wilayah Sulawesi Tengah | Subbagian Umum dan Tata Usaha,CPNS Umum,Ya,9.7,10.3,3,4
ANALIS SUMBER DAYA MANUSIA APARATUR AHLI PERTAMA,Kementerian Pekerjaan Umum dan Perumahan Rakyat,KEMENTERIAN PEKERJAAN UMUM DAN PERUMAHAN RAKYAT | Direktorat Jenderal Cipta Karya | Balai Prasarana Permukiman Wilayah Gorontalo | Subbagian Umum dan Tata Usaha,CPNS Umum,Ya,9.7,10.3,1,3
ANALIS SUMBER DAYA MANUSIA APARATUR AHLI PERTAMA,Kementerian Pekerjaan Umum dan Perumahan Rakyat,KEMENTERIAN PEKERJAAN UMUM DAN PERUMAHAN RAKYAT | Direktorat Jenderal Cipta Karya | Balai Bahan dan Struktur Bangunan Gedung | Subbagian Umum dan Tata Usaha,CPNS Umum,Ya,9.7,10.3,1,1
ANALIS SUMBER DAYA MANUSIA APARATUR AHLI PERTAMA,Kementerian Pekerjaan Umum dan Perumahan Rakyat,KEMENTERIAN PEKERJAAN UMUM DAN PERUMAHAN RAKYAT | Direktorat Jenderal Perumahan | Balai Pelaksana Penyediaan Perumahan Nusa Tenggara II | Subbagian Umum dan Tata Usaha,CPNS Umum,Ya,9.7,10.3,2,0
ANALIS SUMBER DAYA MANUSIA APARATUR AHLI PERTAMA,Kementerian Pekerjaan Umum dan Perumahan Rakyat,KEMENTERIAN PEKERJAAN UMUM DAN PERUMAHAN RAKYAT | Direktorat Jenderal Perumahan | Balai Pelaksana Penyediaan Perumahan Sumatera V | Subbagian Umum dan Tata Usaha,CPNS Umum,Ya,9.7,10.3,2,3
ANALIS SUMBER DAYA MANUSIA APARATUR AHLI PERTAMA,Kementerian Pekerjaan Umum dan Perumahan Rakyat,KEMENTERIAN PEKERJAAN UMUM DAN PERUMAHAN RAKYAT | Direktorat Jenderal Cipta Karya | Direktorat Pengembangan Kawasan Permukiman | Subbagian Tata Usaha,CPNS Umum,Ya,9.7,10.3,1,0
ANALIS SUMBER DAYA MANUSIA APARATUR AHLI PERTAMA,Kementerian Pekerjaan Umum dan Perumahan Rakyat,KEMENTERIAN PEKERJAAN UMUM DAN PERUMAHAN RAKYAT | Direktorat Jenderal Pembiayaan Infrastruktur Pekerjaan Umum dan Perumahan | Direktorat Pelaksanaan Pembiayaan Perumahan | Subbagian Tata Usaha,CPNS Umum,Ya,9.7,10.3,1,0
ANALIS SUMBER DAYA MANUSIA APARATUR AHLI PERTAMA,Kementerian Pekerjaan Umum dan Perumahan Rakyat,KEMENTERIAN PEKERJAAN UMUM DAN PERUMAHAN RAKYAT | Sekretariat Jenderal | Biro Pengelolaan Barang Milik Negara | SUBBAGIAN TATA USAHA,CPNS Umum,Ya,9.7,10.3,3,9
ANALIS SUMBER DAYA MANUSIA APARATUR AHLI PERTAMA,Kementerian Pekerjaan Umum dan Perumahan Rakyat,KEMENTERIAN PEKERJAAN UMUM DAN PERUMAHAN RAKYAT | Direktorat Jenderal Bina Marga | Balai Pelaksanaan Jalan Nasional Sumatera Barat | Subbagian Umum dan Tata Usaha,CPNS Umum,Ya,9.7,10.3,1,1
ANALIS SUMBER DAYA MANUSIA APARATUR AHLI PERTAMA,Kementerian Pekerjaan Umum dan Perumahan Rakyat,KEMENTERIAN PEKERJAAN UMUM DAN PERUMAHAN RAKYAT | Direktorat Jenderal Perumahan | Balai Pelaksana Penyediaan Perumahan Sulawesi II | Subbagian Umum dan Tata Usaha,CPNS Umum,Ya,9.7,10.3,2,2
ANALIS SUMBER DAYA MANUSIA APARATUR AHLI PERTAMA,Kementerian Pekerjaan Umum dan Perumahan Rakyat,KEMENTERIAN PEKERJAAN UMUM DAN PERUMAHAN RAKYAT | Direktorat Jenderal Cipta Karya | Balai Prasarana Permukiman Wilayah Sulawesi Tengah | Subbagian Umum dan Tata Usaha,CPNS Umum,Ya,9.7,10.3,3,4
